Headline,Description,Date,Link
Airbnb is closing its listings business in China,"Airbnb will shut down its listings in China after two years of lockdowns in the country “with no end in sight,” according to a source familiar with the matter.","May 24, 2022",https://www.cnn.com/2022/05/24/business/airbnb-china-closure-zero-covid-intl-hnk/index.html
"Before Omicron, inflation and war, Americans’ finances hit new highs, survey shows","Things were looking up for most Americans by the end of last year, with many households reporting their financial situation was better than at any time since 2013.","May 24, 2022",https://www.cnn.com/2022/05/23/economy/americans-economic-well-being-2021-report/index.html
Global economy faces ‘its biggest test’ since WWII,The global economy is being brought to the edge of a precipice by crisis upon crisis.,"May 23, 2022",https://www.cnn.com/2022/05/23/business/davos-global-economy-imf/index.html
The bull market minted millions of day traders. They’re in for a rough ride,"For traders who’ve only known the thrill of the bull market, 2022 has been a harsh pivot. On the WallStreetBets page — the epicenter of the 2021 meme stock mania — the mood is decidedly less party-like. The rally cries of “diamond hands” and ...","May 23, 2022",https://www.cnn.com/2022/05/23/investing/premarket-stocks-trading/index.html
China slashes key interest rate as housing sales collapse,China on Friday slashed a key interest rate to rescue its slumping housing market and head off a major downturn in the world’s second largest economy.,"May 21, 2022",https://www.cnn.com/2022/05/20/economy/china-record-lpr-cut-property-market-intl-hnk/index.html
"Plunging stocks, recession fears. Here’s how to protect your money",,"May 19, 2022",https://www.cnn.com/2022/05/19/success/money-moves-stock-rout-recession-fears-feseries/index.html
Global markets slide after a tough day on Wall Street,"Asian markets mostly closed lower and European indexes slid in early trade on Thursday, continuing Wall Street’s downward spiral hours earlier.","May 19, 2022",https://www.cnn.com/2022/05/18/investing/global-markets-intl-hnk/index.html
Retailers just sounded an alarm on inflation. It’s worth heeding,"Shares of retailers were pummeled on Wednesday as investors dug through the latest earnings results from Target and Walmart, which were flush with signs that the economy is entering a period of deep uncertainty.","May 19, 2022",https://www.cnn.com/2022/05/19/investing/premarket-stocks-trading/index.html
Burberry reports record profit despite a slowdown in its biggest market,"Burberry reported record profits for the year ended in April despite taking a recent sales hit from its biggest market, China.","May 18, 2022",https://www.cnn.com/2022/05/18/investing/burberry-earnings-record-profit-china/index.html
China tries to make nice with Big Tech as economic challenges mount,China is trying once again to lift the spirits of its huge tech industry after a bruising regulatory offensive that has weakened some of its biggest businesses at a time of stalling economic growth.,"May 18, 2022",https://www.cnn.com/2022/05/18/tech/china-vice-premier-pledges-support-tech-sector-intl-hnk/index.html
No cars were sold in Shanghai in April as zero-Covid policy hammers activity,Shanghai posted zero car sales last month as China pressed ahead with its stringent pandemic control measures.,"May 17, 2022",https://www.cnn.com/2022/05/17/cars/shanghai-car-sales-zero-april-2022-intl-hnk/index.html
Covid has hit China’s economy harder than expected,"China has reported disappointing economic data for the month of April, underscoring the extensive damage Covid lockdowns have wreaked on the country.","May 16, 2022",https://www.cnn.com/2022/05/16/economy/china-economic-toll-zero-covid-policy-intl-hnk/index.html
Top dealmaker says Chinese markets are ‘close to the bottom’,One of China’s top investment bankers says the country’s stock markets appear to be nearing “the bottom.”,"May 16, 2022",https://www.cnn.com/2022/05/16/investing/chinese-stock-markets-renaissance-ceo-intl-hnk/index.html
How resilient is the US consumer?,"Worries about an economic slowdown are running wild on Wall Street. Despite concerns about inflation, higher interest rates from the Federal Reserve, supply chain issues and geopolitical turmoil due to Russia’s invasion of Ukraine and Covid ...","May 15, 2022",https://www.cnn.com/2022/05/15/investing/stocks-week-ahead/index.html
Why people hated shopping carts when they first came out,"We live in a world shaped by shopping carts. The ubiquitous, unloved contraptions are a key feature of US economy. (Yes, really.)","May 14, 2022",https://www.cnn.com/2022/05/14/business/grocery-shopping-carts-history/index.html
Consumers are feeling worse about the economy again,Americans are feeling worse about the state of the economy again and it’s all because of rampant inflation.,"May 13, 2022",https://www.cnn.com/2022/05/13/economy/may-consumer-sentiment-inflation/index.html
Not all recessions are the same. Here’s what could happen to the economy and markets,"Economists, CEOs, Wall Street and Main Street are sounding the recession alarm bell.","May 12, 2022",https://www.cnn.com/2022/05/12/investing/recession-shapes-alphabet/index.html
Opinion: The bad news about the economy,"Advocates of so-called modern monetary theory told us not to worry, on the dubious idea that we could print money without inflationary consequence — or at least we’d know just what to do if inflation started to rise. Well, it’s far past time to worry, ...","May 12, 2022",https://www.cnn.com/2022/05/12/opinions/the-bad-news-about-economy-sachs/index.html
How China’s lockdowns are taking a toll on global companies,Virtually every corner of business has been disrupted in China as harsh lockdowns continue across the world’s second largest economy. Now big brands are revealing the damage to their bottom lines.,"May 10, 2022",https://www.cnn.com/2022/05/10/business/china-covid-lockdowns-impact-global-business-intl-hnk/index.html
"Biden doesn’t have a silver bullet for inflation, but here’s what he can do","I can’t remember a more difficult, complicated set of factors at play all at once in the economy – with no road map.","May 10, 2022",https://www.cnn.com/2022/05/10/economy/joe-biden-inflation/index.html
Foreign business urges China to change course on Covid,"Groups representing Western businesses in China are urging Beijing to relax its approach to Covid, saying harsh lockdowns are damaging earnings and investment and forcing a growing number of companies to consider shifting operations out of ...","May 09, 2022",https://www.cnn.com/2022/05/09/business/us-european-business-china-zero-covid-intl-hnk/index.html
How to beat inflation: Buy what you know — and what you eat,"The stock market is a mess right now, but here’s some Wall Street wisdom for these tough times: Eat, drink and be merry. Emphasis on the merry if you’ve been buying food and beverage stocks.","May 09, 2022",https://www.cnn.com/2022/05/09/investing/food-stocks-inflation-economy/index.html
"China faces ‘complex and grave’ job market, warns Premier Li","One of China’s top leaders has painted a grim picture of the job market in the world’s most populous nation, as widespread Covid lockdowns slam the brakes on the economy.","May 09, 2022",https://www.cnn.com/2022/05/09/economy/china-li-keqiang-jobs-grave-situation-l-intl-hnk/index.html
"The stock market is afraid, but there are pockets of strength if you know where to look","Investors are very nervous about what’s next for America’s economy, with market fear gauges spiking. But there are still some bright spots for investors seeking companies that may still report healthy earnings even in a further-weakened economy.","May 07, 2022",https://www.cnn.com/2022/05/06/investing/stocks-earnings-economy/index.html
Adidas reports nearly 40% drop in profits. Here’s why,Adidas on Friday blamed poor sales in China for a sharp drop in first quarter profit.,"May 06, 2022",https://www.cnn.com/2022/05/06/investing/adidas-q1-profit-china/index.html
Global markets rattled by Wall Street and China’s zero-Covid pledge,Global markets slid Friday after Wall Street suffered its worst day of the year.,"May 06, 2022",https://www.cnn.com/2022/05/06/investing/global-markets-intl-hnk/index.html
A feeling of economic doom is going around. And there isn’t much we can do other than sit back and watch,"There’s plenty of reason for that feeling of economic doom, from the highest inflation in 40-plus years to the dimmest public view of the US economy in 10-plus years, according to a new poll. And there’s very little President Joe Biden can do but sit ...","May 06, 2022",https://www.cnn.com/2022/05/05/politics/economy-inflation-woes-what-matters/index.html
More bad news for Biden: More Americans are blaming him for the state of the economy,"The story of public opinion ahead of the 2022 midterms is an easy one to understand: “It’s the economy, stupid,” and unless the economy improves, President Joe Biden and the Democrats are in major trouble, Harry Enten writes.","May 05, 2022",https://www.cnn.com/2022/05/05/politics/biden-economy-midterms-poll-blame/index.html
China’s economy is going backwards,China’s gigantic services sector just contracted at the second sharpest pace on record as Covid lockdowns hit businesses hard.,"May 05, 2022",https://www.cnn.com/2022/05/05/economy/china-economy-services-decline-covid-intl-hnk/index.html
Biden is close to the point of no return with Americans on the economy,President Joe Biden and his administration appear perilously close to an irreversible severing of public confidence in his capacity to deliver prosperity and financial security as stiff economic challenges balloon into huge political liabilities.,"May 05, 2022",https://www.cnn.com/2022/05/05/politics/biden-economy-analysis/index.html
Shell posts record quarterly profit of $9 billion,"Shell on Thursday reported a record first-quarter profit of $9.13 billion, boosted by higher oil and gas prices, stellar refining profits and the strong performance of its trading division.","May 05, 2022",https://www.cnn.com/2022/05/05/investing/shell-earnings-record-profit/index.html
CNN Poll: Most Americans have a dismal view of the US economy,"The US public’s view of the nation’s economy is the worst it’s been in a decade, a new CNN Poll conducted by SSRS finds, with many Americans also saying they feel financial strain in their own lives.","May 05, 2022",https://www.cnn.com/2022/05/04/politics/cnn-poll-economy-biden-approval/index.html
China market analyst out after his social media accounts were frozen,"Hong Hao, a prominent market analyst in China, has left the state-owned bank he worked for just days after his social media accounts were shut down following downbeat remarks he made about the economy.","May 04, 2022",https://www.cnn.com/2022/05/04/investing/hong-hao-resign-bocom-international-intl-hnk/index.html
"Opinion: The GDP report isn’t as bad as it seems, but there are still economic risks ahead","Renewed Covid-19 outbreaks in China have resulted in lockdowns that could reverse progress in global supply chains. Additionally, the war in Ukraine has the potential to spiral even further out of control, driving food and energy prices even higher.","May 03, 2022",https://www.cnn.com/2022/05/03/perspectives/gdp-report-economy-risks/index.html
BP profit more than doubles on ‘exceptional’ oil trading,BP took a hit of more than $24 billion from ditching its business in Russia but reported a huge jump in profit for the first quarter.,"May 03, 2022",https://www.cnn.com/2022/05/03/investing/bp-earnings-russia/index.html
China silences prominent market analyst as economic slump deepens,Chinese social media have shut down the accounts of a prominent market analyst who drew attention in recent weeks to the dramatic slowdown in the country’s economy and the effects of government policy on the tech industry.,"May 02, 2022",https://www.cnn.com/2022/05/02/investing/hong-hao-social-media-banned-china-intl-hnk/index.html
Investing ethically won’t buy protection in this market,"As the economy began bouncing back from the coronavirus pandemic, interest in investment products that promoted good environmental, social and governance practices took off.","May 02, 2022",https://www.cnn.com/2022/05/02/investing/premarket-stocks-trading/index.html
"America will recover all jobs lost during Covid by this summer, Fitch says",The United States is rapidly approaching a major jobs milestone that highlights the historically strong economic recovery from Covid-19.,"May 02, 2022",https://www.cnn.com/2022/05/02/economy/jobs-economy-covid/index.html
Amazon stock plunges as growth slows,Amazon’s stock plummeted after the company reported on Thursday slowing growth and higher costs in its latest quarter and offered a disappointing revenue outlook.,"Apr 29, 2022",https://www.cnn.com/2022/04/28/tech/amazon-earnings-loss/index.html
Apple loses top spot in China as smartphone sales slump,"Just three months ago, Apple became the top-selling smartphone brand in China for the first time in six years. Now it’s fallen back behind its Chinese rivals after suffering more than others from a first quarter slump in sales.","Apr 29, 2022",https://www.cnn.com/2022/04/29/tech/apple-china-smartphone-sales-intl-hnk/index.html
ExxonMobil took a $3.4 billion hit for exiting Russia. Its profit still soared,"ExxonMobil took at $3.4 billion charge for exiting its business in Russia in the first quarter, but it still posted sharply higher profits on high oil prices","Apr 29, 2022",https://www.cnn.com/2022/04/29/energy/oil-earnings/index.html
Much of Europe is facing stagflation. France is already there,The European economy slowed in the first three months of the year due to a combination of soaring inflation and early fallout from the war in Ukraine.,"Apr 29, 2022",https://www.cnn.com/2022/04/29/economy/europe-economy-gdp-inflation/index.html
Recession fears are mounting. Here’s how to protect your money,Warnings of a potential recession on the horizon aren’t surprising given how many tripwires there are in today’s economy.,"Apr 28, 2022",https://www.cnn.com/2022/04/28/success/money-moves-recession-geopolitical-unrest/index.html
The US economy shrank in the first quarter,"America’s economy unexpectedly shrank in the first quarter of 2022, data from the Bureau of Economic Analysis showed Thursday.","Apr 28, 2022",https://www.cnn.com/2022/04/28/economy/us-economy-first-quarter-gdp/index.html
The US economy contracted. Don’t panic,"The economic recovery from Covid-19 stumbled in the first quarter, but that doesn’t mean a recession is imminent.","Apr 28, 2022",https://www.cnn.com/2022/04/28/business/gdp-recession-indicators/index.html
Meta earnings and the metric Wall Street is obsessing over,"Every quarter, investors on Wall Street parse earnings for intel on how much money a company brings in and the size of its profit.","Apr 28, 2022",https://www.cnn.com/2022/04/28/investing/premarket-stocks-trading/index.html
China’s Xi calls for ‘all-out’ infrastructure splurge to rescue economy,China is about to embark on a new infrastructure spending spree in a bid to fix an economy nearing breaking point because of Covid lockdowns.,"Apr 28, 2022",https://www.cnn.com/2022/04/27/economy/china-xi-infrastructure-push-covid-lockdowns-intl-hnk/index.html
Southwest is set to return to profitability,"Southwest Airlines posted a first-quarter loss, but the company said that will be the last time it loses money for awhile.","Apr 28, 2022",https://www.cnn.com/2022/04/28/business/southwest-earnings/index.html
Biden will tout ‘small business boom’ in roundtable with small business owners at White House,"The Biden administration will release a report Thursday touting what it’s calling a “small business boom” under its watch, while hitting Republicans for policies it warns would “increase taxes on small businesses across the country.”","Apr 28, 2022",https://www.cnn.com/2022/04/28/politics/small-business-roundtable-white-house-biden/index.html
Major tech antitrust bill gets backing of US Commerce Department,"The Commerce Department backed a key legislative proposal aimed at forcing tech giants such as Facebook and Google to compete against smaller businesses, agency secretary Gina Raimondo said Wednesday, in an announcement that throws the full ...","Apr 27, 2022",https://www.cnn.com/2022/04/27/tech/commerce-antitrust-bill/index.html
Why lab-grown diamond sales are surging,,"Apr 27, 2022",https://www.cnn.com/2022/04/27/business/diamonds-manmade-demand/index.html
UBS beats Wall Street rivals with best profit in 15 years,"UBS posted its best first-quarter net profit in 15 years on Tuesday with a 17% jump on the back of strong trading, upending expectations for a fall amidst uncertainties over the war in Ukraine.","Apr 26, 2022",https://www.cnn.com/2022/04/26/investing/ubs-earnings-wall-street/index.html
Foreign investors are ditching China. Russia’s war is the latest trigger,"Investors are ditching China on an unprecedented scale as a cocktail of political and business risks, and rising interest rates elsewhere, make the world’s second biggest economy a less attractive place to keep their money.","Apr 25, 2022",https://www.cnn.com/2022/04/25/investing/china-capital-outflows-covid-ukraine-war-intl-mic-hnk/index.html
Opinion: Spending on consumer goods will likely plummet in the second half of the year,"With the fear of Covid-19 on the wane, consumers are spending much more on in-person services, like travel and entertainment, powering an impressive comeback in that sector.","Apr 25, 2022",https://www.cnn.com/2022/04/25/perspectives/consumer-goods-services-spending-economy/index.html
Revenge spending may keep the economy chugging along,"Now that some mask and vaccine mandates are being lifted, consumers seem ready to spend on travel and other leisure experiences. Call it the “revenge spending” phenomenon.","Apr 22, 2022",https://www.cnn.com/2022/04/22/economy/stocks-economy-revenge-spending/index.html
Struggling factories and booming airlines put Fed in a bind,How should policymakers react when two core parts of the economy are headed in different directions?,"Apr 22, 2022",https://www.cnn.com/2022/04/22/investing/premarket-stocks-trading/index.html
"Opinion: If we want to solve climate change, businesses need to invest in our planet","After decades of treating business leaders as the enemy, many environmentalists have come to the realization that if we want to save the planet, we cannot do it without them, writes Kathleen Rogers, President of EarthDay.org.","Apr 22, 2022",https://www.cnn.com/2022/04/22/opinions/kathleen-rogers-earth-day-climate-business-invest-planet-scn-c2e/index.html
Some big Indian businesses are joining the exodus from Russia,"Two of India’s biggest businesses are moving away from Russia, even as Prime Minister Narendra Modi has refrained from taking a tough stance against Moscow for the war in Ukraine.","Apr 22, 2022",https://www.cnn.com/2022/04/21/business/india-tata-steel-infosys-stops-russia-business-hnk-intl/index.html
World’s biggest food company has hiked prices by 5%,"Nestlé, the world’s biggest food and drinks company, raised prices by more than 5% in the first three months of this year as it passed on rising costs to shoppers.","Apr 21, 2022",https://www.cnn.com/2022/04/21/investing/nestle-price-rises-earnings/index.html
"After two years of losses, airlines expect record revenue","After two years of massive losses, US airlines are about to start reporting profits once again.","Apr 21, 2022",https://www.cnn.com/2022/04/21/business/american-united-airlines-earnings/index.html
IMF says Russia’s war in Ukraine will ‘severely set back’ global economy,"The International Monetary Fund has slashed its expectations for global economic growth over the next two years because of Russia’s invasion of Ukraine, comparing the ripple effects from the conflict to an “earthquake.”","Apr 19, 2022",https://www.cnn.com/2022/04/19/investing/imf-economic-outlook/index.html
China’s economy had a good first quarter. Lockdowns leave it ‘in distress’,"China’s economy made a solid start to the year, recording first quarter growth that surpassed expectations. But a recent slump in consumer spending and rising unemployment suggest much tougher months ahead with dozens of cities still ...","Apr 18, 2022",https://www.cnn.com/2022/04/17/economy/china-q1-gdp-intl-hnk/index.html
The biggest risk to the global economy no one is talking about,"Nearly 400,000 million people across 45 cities in China are under full or partial lockdown as part of China’s strict zero-Covid policy. Together they represent 40%, or $7.2 trillion, of annual gross domestic product for the world’s second-largest ...","Apr 18, 2022",https://www.cnn.com/2022/04/17/economy/stocks-week-ahead/index.html
Chinese officials are ‘painfully aware’ of economic fallout from lockdowns: European Chamber President,"Chinese officials are grappling with the economic distress caused by their Covid-19 restrictions, as several cities remain in lockdown, according to the head of a European trade group.","Apr 15, 2022",https://www.cnn.com/2022/04/15/business/china-covid-economy-eu-chamber-intl-hnk/index.html
Bank earnings signal dark clouds on the horizon,Wall Street’s biggest players have had a rough start to the year.,"Apr 14, 2022",https://www.cnn.com/2022/04/14/investing/goldman-sachs-wells-fargo-citi-morgan-stanley-q1-earnings/index.html
Opinion: Revoking trade with Russia will deliver a powerful blow to its economy,"When nations have preferential trade status, it allows them to trade openly by expanding market access and reducing tariffs. Cutting Russia off from this status will make it difficult for the Kremlin to continue trading necessary goods and ...","Apr 14, 2022",https://www.cnn.com/2022/04/14/perspectives/russia-trade-status-economy/index.html
Google to invest $9.5 billion in US offices and data centers this year,"Google on Wednesday said it plans to invest $9.5 billion in US offices and data centers around the country this year, up from more than $7 billion in 2021.","Apr 13, 2022",https://www.cnn.com/2022/04/13/tech/google-investment-office-space/index.html
Wall Street is battling to determine the future of work from home,"Big banks like to stick together on major policy decisions. But as Wall Street grapples with heading back-to-work, a rare chasm is growing between the finance giants.","Apr 13, 2022",https://www.cnn.com/2022/04/12/investing/wall-street-work-from-home-hybrid-return-to-office/index.html
3 reasons Shanghai’s lockdown matters to the global economy,China is struggling to contain an outbreak of Covid-19 in Shanghai despite a 17-day lockdown that is keeping most of its 25 million residents trapped at home.,"Apr 13, 2022",https://www.cnn.com/2022/04/13/business/shanghai-lockdown-global-economy-explainer-intl-hnk/index.html
Can Wall Street and labor unions learn to get along?,"Wall Street and private businesses have funneled millions of dollars into anti-union tactics and lobbying, and they’ve gotten what they wanted: Union membership has been on a steady decline in the United States for the past four decades.","Apr 13, 2022",https://www.cnn.com/2022/04/13/investing/premarket-stocks/index.html
"‘Recession shock’ is coming, Bank of America warns",Bank of America is warning that high inflation poses a credible threat to the economic recovery that began just two years ago.,"Apr 13, 2022",https://www.cnn.com/2022/04/12/economy/recession-inflation-economy/index.html
"A shoemaker, a pizza shop and a bakery in Kyiv pivot to serve their country",,"Apr 12, 2022",https://www.cnn.com/2022/04/12/business/ukraine-small-businesses-war-pivot/index.html
War could destroy nearly half of Ukraine’s economy this year,"Ukraine could lose almost half of its economy this year as a result of Russia’s invasion, according to the World Bank.","Apr 11, 2022",https://www.cnn.com/2022/04/11/economy/ukraine-economy-russia-invasion-intl-hnk/index.html
What jobs crisis? Top Chinese regulator says tech is booming,"One of the regulators behind China’s dramatic crackdown on private enterprise has tried to quell growing concerns about the impact on employment, saying the country’s biggest tech companies have added nearly 80,000 jobs since July and ...","Apr 11, 2022",https://www.cnn.com/2022/04/11/tech/china-jobs-tech-regulator-intl-hnk/index.html
Oil prices tumble as economies show signs of strain,,"Apr 11, 2022",https://www.cnn.com/2022/04/11/investing/premarket-stocks-trading/index.html
Opinion: The world is on the brink of a food shortage. Here’s what the US government and businesses can do to help,Higher prices and potentially falling inventories could mean greater food insecurity in the US and around the world.,"Apr 09, 2022",https://www.cnn.com/2022/04/09/perspectives/food-shortage-ukraine-russia/index.html
Recession-proof stocks are having a moment,"Investors are worried that the risks of a recession are rising in the United States. In Europe, they fear economies could also stall while inflation soars, delivering the toxic combination known as “stagflation.”","Apr 08, 2022",https://www.cnn.com/2022/04/08/investing/premarket-stocks-trading/index.html
How to protect your personal finances when you launch a business,Millions of Americans left or lost their jobs during the pandemic and many have decided that they don’t want to go back to work …. at least not for someone else.,"Apr 06, 2022",https://www.cnn.com/2022/04/05/success/starting-a-business-retirement-finances/index.html
Short sellers are starting to bet against America’s economy,It’s looking awful gloomy out there on Wall Street.,"Apr 06, 2022",https://www.cnn.com/2022/04/06/investing/short-selling-oil-consumer-stocks/index.html
Russian car sales have collapsed since the invasion of Ukraine,"Auto sales in Russia plummeted by almost two-thirds in March, as the war in Ukraine, Western sanctions and an exodus of foreign businesses wreaked havoc on the country’s economy.","Apr 06, 2022",https://www.cnn.com/2022/04/06/business/russian-economy-car-sales/index.html
Chinese stocks on Wall Street aren’t in the clear yet,"Investors are breathing a sigh of relief after regulators in Beijing extended an olive branch to the United States, indicating they could change their policies so that Chinese companies could avoid getting kicked off Wall Street.","Apr 05, 2022",https://www.cnn.com/2022/04/05/investing/premarket-stocks-trading/index.html
"Asia faces three big economic shocks: War in Ukraine, China and the Fed","The World Bank said on Tuesday that countries in Asia may have to deal with three major economic shocks this year — the war in Ukraine, a sharp slowdown in China, and rate hikes from the US Federal Reserve.","Apr 05, 2022",https://www.cnn.com/2022/04/05/economy/asian-economies-world-bank-intl-hnk/index.html
Even rich people may need to rein in spending as the global economy wavers,"Are upper middle class and affluent shoppers starting to feel the pinch from higher prices and geopolitical concerns? If so, what does that mean for the rest of American consumers?","Apr 04, 2022",https://www.cnn.com/2022/04/04/economy/consumer-spending-economy-luxury/index.html
Middle East oil exporters are cashing in as Ukraine war hits global economy,"The Ukraine war is wreaking havoc on the world economy, but in the Middle East its impact hasn’t been so grim for everyone. Gulf oil producers are seeing billions of dollars added to their coffers and they are expected to register their first budget ...","Apr 04, 2022",https://www.cnn.com/2022/04/04/business/mideast-summary-04-04-2022-intl/index.html
China could make a U-turn to stop its companies being kicked off Wall Street,China is extending an olive branch to the United States in a bid to prevent Chinese firms from being kicked off the US stock market.,"Apr 04, 2022",https://www.cnn.com/2022/04/04/investing/china-company-audits-wall-street-intl-hnk/index.html
US fuel economy rules will soon require 49 mpg average,The Biden administration Friday rolled out final emissions rules that will require cars and trucks to have an average fuel economy of 49 miles per gallon in just a few years.,"Apr 01, 2022",https://www.cnn.com/2022/04/01/energy/fuel-economy-rules/index.html
No one wanted to cut deals after Russia invaded Ukraine,"The US stock market just logged its most tumultuous quarter since the start of the pandemic, as rising inflation and Russia’s invasion of Ukraine spooked investors and encouraged companies to think twice about pursuing mergers or Wall Street debuts.","Apr 01, 2022",https://www.cnn.com/2022/04/01/investing/premarket-stocks-trading/index.html
China’s economy hit by double whammy in March,"Activity in Chinese manufacturing and services simultaneously contracted in March for the first time since the height of the country’s Covid-19 outbreak in 2020, adding to the urgency for more policy intervention to stabilize the economy.","Mar 31, 2022",https://www.cnn.com/2022/03/31/economy/china-economy-pmi-contraction-hnk-intl/index.html
China’s tech layoffs could become a self-inflicted headache for Xi,China’s huge tech sector may be staring at its worst jobs crisis ever.,"Mar 31, 2022",https://www.cnn.com/2022/03/31/tech/china-tech-unemployment-crisis-xi-challenge-intl-hnk/index.html
Why companies can’t afford to keep dealing with dictators,"The war in Ukraine sparked a never-before-seen mass exodus of businesses from Russia. Corporations that spent years gaining a foothold in the growing consumer market pulled out nearly overnight, with their lucrative operations suddenly looking ...","Mar 31, 2022",https://www.cnn.com/2022/03/30/business/nokia-russia-big-tech-ethics/index.html
"US employers added 455,000 private-sector jobs in March, slightly above forecast","America’s private sector added 455,000 jobs in March, the ADP Employment Report showed Wednesday.","Mar 30, 2022",https://www.cnn.com/2022/03/30/economy/adp-employment-report-march/index.html
Companies are spending more than ever buying their own stock. Joe Biden wants to put a stop to that,President Joe Biden delivered a strong message to corporate executives this week in his 2023 spending plan: Share the wealth.,"Mar 30, 2022",https://www.cnn.com/2022/03/29/economy/stock-buybacks-biden-budget-plan-wealth-tax/index.html
Nearly half of foreign businesses in Hong Kong are planning to relocate,"Foreign businesses have for decades reaped the benefits of setting up shop in Hong Kong, a historically stable, expat-friendly finance hub at the doorstep of mainland China.","Mar 24, 2022",https://www.cnn.com/2022/03/24/business/hong-kong-expats-covid-restrictions/index.html
BlackRock says Russia’s war in Ukraine is the end of globalization,"Russia’s invasion of Ukraine has ended globalization as we know it, says the head of BlackRock, the world’s largest asset manager.","Mar 24, 2022",https://www.cnn.com/2022/03/24/business/blackrock-globalization/index.html
"Gas rationing, food vouchers and hunger: Economic pain from Russia’s war is getting real","As Russian soldiers bear down on Ukraine, increasingly desperate Ukrainians are running out of food and medicine. The economic fallout from the invasion is beginning to spill over to the rest of the world, too.","Mar 24, 2022",https://www.cnn.com/2022/03/24/economy/economy-russia-ukraine-war/index.html
‘People are begging us to sell.’ Africa’s richest man opens huge fertilizer plant as food crisis looms,"Africa’s richest man Aliko Dangote opened the continent’s largest fertilizer plant this week as war in Ukraine cuts off supplies from Russia, threatening a global food crisis.","Mar 24, 2022",https://www.cnn.com/2022/03/23/business/dangote-fertilizer-plant-food-crisis-lgs-intl/index.html
Russia is breaking market rules left and right,Russia is breaking market rules left and right as its financial isolation deepens.,"Mar 24, 2022",https://www.cnn.com/2022/03/24/investing/premarket-stocks-trading/index.html
Good news for the economy can be found in these 20 stocks,"Here’s a promising sign from Wall Street: Transportation stocks are leading the stock market this year, and that could bode well for the broader economy.","Mar 23, 2022",https://www.cnn.com/2022/03/23/investing/transportation-stocks-economy/index.html
"Business must put Africa’s free trade area to the test, says Kenyan minister",Betty Maina explains how the private sector can help deliver the promise of the African Continental Free Trade Area.,"Mar 23, 2022",https://www.cnn.com/2022/03/23/business/kenya-minister-betty-maina-africa-trade-spc-intl/index.html
Wall Street is starting to believe in Alibaba again,Alibaba has a message for investors nervous about its slowing growth and geopolitical uncertainty: We think our stock is cheap and we’re putting our money where our mouth is.,"Mar 22, 2022",https://www.cnn.com/2022/03/22/investing/alibaba-stock-buyback/index.html
War. Inflation. Covid. CEOs’ optimism is dimming,"Just a few months ago, optimism among American CEOs hit record highs. But given stubbornly high inflation, Russia’s invasion of Ukraine and a Covid wave in Europe, that sunny outlook has dimmed.","Mar 21, 2022",https://www.cnn.com/2022/03/21/economy/inflation-economy-russia-ukraine/index.html
Energy markets are changing in big ways,Russia’s war in Ukraine is reshaping global energy markets. The scale and long-term impact of the changes are still up for debate.,"Mar 21, 2022",https://www.cnn.com/2022/03/21/investing/premarket-stocks-trading/index.html
Saudi Arabia could invest $50 billion this year to boost oil capacity,"Saudi Arabia’s state oil company Aramco, under pressure from the West to boost output amid soaring prices, pledged on Sunday to hike investments by around 50% this year as it reported a doubling in 2021 profits.","Mar 21, 2022",https://www.cnn.com/2022/03/21/energy/saudi-aramco-investment/index.html
Koch Industries: Here’s why we’re staying in Russia,"Koch Industries, the conglomerate run by billionaire Charles Koch, is planning to stay in Russia even as hundreds of Western companies have scaled back operations there following the invasion of Ukraine.","Mar 17, 2022",https://www.cnn.com/2022/03/17/investing/koch-russia/index.html
"China’s economy had a surprisingly good start to the year, but it may not last","China’s economy started the year on a bright note, with several major indicators beating forecasts. But as Covid cases in the country spike, keeping up the same pace of growth in the coming months may prove difficult.","Mar 15, 2022",https://www.cnn.com/2022/03/14/economy/china-jan-feb-economy-challenges-ahead-intl-hnk/index.html
China’s new Covid lockdowns are another threat to the economy,Russia’s war in Ukraine is roiling the global economy as policymakers race to get high inflation under control. But China’s response to its worst outbreak of Covid-19 in two years is a reminder that the conflict isn’t the only risk to the recovery.,"Mar 14, 2022",https://www.cnn.com/2022/03/14/investing/premarket-stocks-trading/index.html
These business owners survived Covid. Now gas prices are surging,"Earth & Sky Floral Designs, in west-central New Mexico, is the only florist for miles. Owner Shayai Lucero says record-high gas prices could mean she is no longer able to deliver to some rural clients.","Mar 11, 2022",https://www.cnn.com/2022/03/10/economy/small-business-gas-prices/index.html
"Risk of a US recession as high as 35%, Goldman Sachs says",Europe’s reliance on energy from Russia has jacked up the odds that the region could enter a recession this year as soaring inflation pushes people to cut back spending. The United States is more insulated from the spike in oil and gas prices — but it’s ...,"Mar 11, 2022",https://www.cnn.com/2022/03/11/investing/premarket-stocks-trading/index.html
Russia says it could seize assets Western companies leave behind,Russia said it could seize the assets of Western companies that have suspended operations in the country.,"Mar 11, 2022",https://www.cnn.com/2022/03/10/business/russia-nationalization-western-companies/index.html
Amazon and Alphabet could give the Dow a 21st century facelift,Amazon and Google owner Alphabet are two of the most dominant companies on Earth. Each is worth more than $1 trillion and is a leader in multiple industries. But neither stock is a member of Wall Street’s most exclusive club: the Dow Jones ...,"Mar 10, 2022",https://www.cnn.com/2022/03/10/investing/amazon-alphabet-google-dow/index.html
